national_inv,forecast_3_month,in_transit_qty,went_on_backorder
-0.5954130541524439,1.4430929635357743,-0.4325710959001453,1
0.1867984696490057,1.6750397764520846,0.9598667734222364,0
0.1039144540514755,-0.5681218302071726,-0.4325710959001453,0
0.0467448735305326,-0.5681218302071726,-0.4325710959001453,0
0.5873139771947735,-0.5681218302071726,1.7228559768763452,0
-0.765149220882594,0.3839003938708738,-0.4325710959001453,1
-0.5954130541524439,-0.5681218302071726,-0.4325710959001453,0
-1.022839377182731,0.2192838275796948,-0.4325710959001453,1
-0.5954130541524439,0.7883468038054837,-0.4325710959001453,1
-0.5280520529898413,-0.5681218302071726,-0.4325710959001453,0
-1.022839377182731,-0.5681218302071726,-0.4325710959001453,0
-0.877715807091801,0.7883468038054837,-0.4325710959001453,1
-1.5770433152957206,0.8724232776792274,-0.4325710959001453,1
-1.5770433152957206,0.3839003938708738,-0.4325710959001453,1
-0.2457493000504842,-0.5681218302071726,-0.4325710959001453,0
-1.022839377182731,0.686760772221084,-0.4325710959001453,1
0.7040098483758988,-0.5681218302071726,-0.4325710959001453,0
-0.1783882988878814,2.224039878771318,-0.4325710959001453,1
-1.5770433152957206,0.6476004663777833,-0.4325710959001453,1
-1.5770433152957206,0.2192838275796948,-0.4325710959001453,1
-1.2273795611937608,0.2192838275796948,-0.4325710959001453,1
-0.6731756230807712,-0.5681218302071726,-0.4325710959001453,0
-0.765149220882594,-0.5681218302071726,-0.4325710959001453,0
-1.5770433152957206,0.9441479488442734,-0.4325710959001453,1
-1.5770433152957206,-0.5681218302071726,-0.4325710959001453,0
-1.5770433152957206,-0.0306338506285448,-0.4325710959001453,1
-1.022839377182731,-0.2290046717040085,-0.4325710959001453,0
-1.022839377182731,0.9213883734495016,-0.4325710959001453,1
-1.5770433152957206,0.7567718071583226,-0.4325710959001453,1
-1.2273795611937608,-0.0306338506285448,-0.4325710959001453,1
0.4352322531452082,-0.5681218302071726,-0.4325710959001453,0
-0.4686354390697412,0.4492296453023196,-0.4325710959001453,0
0.6581183921644651,-0.5681218302071726,-0.4325710959001453,0
-0.6731756230807712,-0.5681218302071726,-0.4325710959001453,0
-1.5770433152957206,0.8724232776792274,-0.4325710959001453,1
-0.5954130541524439,-0.5681218302071726,-0.4325710959001453,0
-0.5280520529898413,-0.2290046717040085,-0.4325710959001453,1
0.1216165568165608,1.718025298364073,1.3807963763081137,0
-0.2109452827696042,-0.5681218302071726,-0.4325710959001453,0
-1.022839377182731,-0.5681218302071726,-0.4325710959001453,1
-0.4686354390697412,2.026481078866254,-0.4325710959001453,1
1.098252141870052,-0.5681218302071726,-0.4325710959001453,0
-1.5770433152957206,1.315534557827101,1.1092883969288942,1
1.348356318164092,2.637644445759914,2.49330324865558,0
-1.5770433152957206,0.3084833078746191,-0.4325710959001453,1
-0.765149220882594,-0.5681218302071726,-0.4325710959001453,0
-0.765149220882594,-0.5681218302071726,-0.4325710959001453,0
2.361928994791429,-0.5681218302071726,-0.4325710959001453,0
-0.5280520529898413,-0.5681218302071726,-0.4325710959001453,0
-0.6731756230807712,-0.5681218302071726,-0.4325710959001453,0
-0.5280520529898413,-0.5681218302071726,-0.4325710959001453,0
-1.5770433152957206,1.53095388583332,-0.4325710959001453,1
0.9085500323869288,1.392436448127977,0.0315748605406486,0
-1.5770433152957206,1.315534557827101,0.7672287963606622,1
-0.2109452827696042,-0.5681218302071726,-0.4325710959001453,0
-1.022839377182731,-0.5681218302071726,-0.4325710959001453,1
0.5803558232361381,-0.5681218302071726,-0.4325710959001453,0
